"","seqnames","start","end","width","strand","peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","symbol"
"6093","chr2",103566039,103566439,401,"*","chr2_103566039_103566439","X23111","ENSMUSG00000032724",103566310,103718423,152114,"+",0,"overlapStart",0,"Abtb2","Abtb2"
"6094","chr2",103761095,103761495,401,"*","chr2_103761095_103761495","X23122","ENSMUSG00000027185",103721256,103761270,40015,"-",0,"overlapStart",0,"Nat10","Nat10"
"6095","chr2",103797530,103797930,401,"*","chr2_103797530_103797930","X23126","ENSMUSG00000027184",103762941,103797649,34709,"-",0,"overlapStart",0,"Caprin1","Caprin1"
"6096","chr2",103955689,103956089,401,"*","chr2_103955689_103956089","X23133","ENSMUSG00000032698",103957986,103981878,23893,"+",1896,"upstream",1896,"Lmo2","Lmo2"
"6097","chr2",104027600,104028000,401,"*","chr2_104027600_104028000","X23137","ENSMUSG00000027180",104027721,104063240,35520,"+",0,"overlapStart",0,"Fbxo3","Fbxo3"
"6098","chr2",104069692,104070092,401,"*","chr2_104069692_104070092","X23139","ENSMUSG00000075006",104068047,104068550,504,"-",1141,"upstream",1141,"Gm10799",NA
"6099","chr2",104069692,104070092,401,"*","chr2_104069692_104070092","X23139","ENSMUSG00000068686",104069849,104091187,21339,"+",0,"overlapStart",0,"Cd59b","Cd59b"
"6100","chr2",104095646,104096046,401,"*","chr2_104095646_104096046","X23140","ENSMUSG00000032679",104095801,104115354,19554,"+",0,"overlapStart",0,"Cd59a","Cd59a"
"6101","chr2",104122490,104122890,401,"*","chr2_104122490_104122890","X23142","ENSMUSG00000032671",104122769,104124749,1981,"+",0,"overlapStart",0,"A930018P22Rik","A930018P22Rik"
"6102","chr2",104590081,104590481,401,"*","chr2_104590081_104590481","X23148","ENSMUSG00000027176",104590523,104665429,74907,"+",41,"upstream",41,"Cstf3","Cstf3"
"6103","chr2",104712102,104712502,401,"*","chr2_104712102_104712502","X23151","ENSMUSG00000027175",104657288,104712169,54882,"-",0,"overlapStart",0,"Tcp11l1","Tcp11l1"
"6104","chr2",104742610,104743010,401,"*","chr2_104742610_104743010","X23153","ENSMUSG00000027173",104721784,104742878,21095,"-",0,"overlapStart",0,"Depdc7","Depdc7"
"6105","chr2",104816871,104817271,401,"*","chr2_104816871_104817271","X23154","ENSMUSG00000074994",104754795,104816696,61902,"-",174,"upstream",174,"Qser1","Qser1"
"6106","chr2",105016884,105017284,401,"*","chr2_105016884_105017284","X23160","ENSMUSG00000027170",104999656,105017080,17425,"-",0,"overlapStart",0,"Eif3m","Eif3m"
"6107","chr2",105398993,105399393,401,"*","chr2_105398993_105399393","X23161","ENSMUSG00000005973",105386291,105399319,13029,"-",0,"overlapStart",0,"Rcn1","Rcn1"
"6108","chr2",105904389,105904789,401,"*","chr2_105904389_105904789","X23164","ENSMUSG00000027167",105701027,105904564,203538,"-",0,"overlapStart",0,"Elp4","Elp4"
"6109","chr2",105904389,105904789,401,"*","chr2_105904389_105904789","X23164","ENSMUSG00000042670",105904638,105965558,60921,"+",0,"overlapStart",0,"Immp1l","Immp1l"
"6110","chr2",106003102,106003502,401,"*","chr2_106003102_106003502","X23165","ENSMUSG00000074981",106003336,106406151,402816,"+",0,"overlapStart",0,"Dcdc5","Dcdc5"
"6111","chr2",106974273,106974673,401,"*","chr2_106974273_106974673","X23166","ENSMUSG00000027122",106962527,106974424,11898,"-",0,"overlapStart",0,"Arl14ep","Arl14ep"
"6112","chr2",109280549,109280949,401,"*","chr2_109280549_109280949","X23178","ENSMUSG00000057234",109092297,109280748,188452,"-",0,"overlapStart",0,"Mettl15","Mettl15"
"6113","chr2",109280549,109280949,401,"*","chr2_109280549_109280949","X23178","ENSMUSG00000027115",109280738,109341747,61010,"+",0,"overlapStart",0,"Kif18a","Kif18a"
"6114","chr2",109890617,109891017,401,"*","chr2_109890617_109891017","X23179","ENSMUSG00000027162",109890853,109901003,10151,"+",0,"overlapStart",0,"Lin7c","Lin7c"
"6115","chr2",109917338,109917738,401,"*","chr2_109917338_109917738","X23181","ENSMUSG00000050199",109917647,110014257,96611,"+",0,"overlapStart",0,"Lgr4","Lgr4"
"6116","chr2",112239377,112239777,401,"*","chr2_112239377_112239777","X23186","ENSMUSG00000027134",112239468,112247111,7644,"+",0,"overlapStart",0,"Lpcat4","Lpcat4"
"6117","chr2",112261726,112262126,401,"*","chr2_112261726_112262126","X23188","ENSMUSG00000027133",112261926,112263269,1344,"+",0,"overlapStart",0,"Nop10","Nop10"
"6118","chr2",112265410,112265810,401,"*","chr2_112265410_112265810","X23189","ENSMUSG00000027130",112265825,112363163,97339,"+",14,"upstream",14,"Slc12a6","Slc12a6"
"6119","chr2",112367834,112368234,401,"*","chr2_112367834_112368234","X23194","ENSMUSG00000027131",112363011,112368027,5017,"-",0,"overlapStart",0,"Emc4","Emc4"
"6120","chr2",112378952,112379352,401,"*","chr2_112378952_112379352","X23195","ENSMUSG00000027132",112379211,112414240,35030,"+",0,"overlapStart",0,"Katnbl1","Katnbl1"
"6121","chr2",112454779,112455179,401,"*","chr2_112454779_112455179","X23203","ENSMUSG00000055943",112454997,112472162,17166,"+",0,"overlapStart",0,"Emc7","Emc7"
"6122","chr2",112469529,112469929,401,"*","chr2_112469529_112469929","X23204","ENSMUSG00000077705",112469253,112469366,114,"-",162,"upstream",162,"n-R5s202",NA
"6123","chr2",113327460,113327860,401,"*","chr2_113327460_113327860","X23206","ENSMUSG00000044042",113327736,113716767,389032,"+",0,"overlapStart",0,"Fmn1","Fmn1"
"6124","chr2",113440625,113441025,401,"*","chr2_113440625_113441025","X23209","ENSMUSG00000100934",113441289,113709460,268172,"+",263,"upstream",263,"FMN1",NA
"6125","chr2",114201206,114201606,401,"*","chr2_114201206_114201606","X23230","ENSMUSG00000040321",114193461,114201469,8009,"-",0,"overlapStart",0,"Zfp770","Zfp770"
"6126","chr2",115581480,115581880,401,"*","chr2_115581480_115581880","X23234","ENSMUSG00000086735",115556786,115581555,24770,"-",0,"overlapStart",0,"Gm13977",NA
"6127","chr2",115581480,115581880,401,"*","chr2_115581480_115581880","X23234","ENSMUSG00000040282",115581716,115778768,197053,"+",0,"overlapStart",0,"BC052040","Cdin1"
"6128","chr2",116067032,116067432,401,"*","chr2_116067032_116067432","X23237","ENSMUSG00000027210",115863064,116065839,202776,"-",1192,"upstream",1192,"Meis2","Meis2"
"6129","chr2",116067032,116067432,401,"*","chr2_116067032_116067432","X23237","ENSMUSG00000086308",116067225,116085911,18687,"+",0,"overlapStart",0,"G630016G05Rik","G630016G05Rik"
"6130","chr2",116899536,116899936,401,"*","chr2_116899536_116899936","X23239","ENSMUSG00000085316",116900152,116912791,12640,"+",215,"upstream",215,"D330050G23Rik","D330050G23Rik"
"6131","chr2",117120136,117120536,401,"*","chr2_117120136_117120536","X23260","ENSMUSG00000027351",117121374,117182279,60906,"+",837,"upstream",837,"Spred1","Spred1"
"6132","chr2",117249493,117249893,401,"*","chr2_117249493_117249893","X23266","ENSMUSG00000027349",117249739,117271540,21802,"+",0,"overlapStart",0,"Fam98b","Fam98b"
"6133","chr2",118111481,118111881,401,"*","chr2_118111481_118111881","X23298","ENSMUSG00000087203",117857291,118111202,253912,"-",278,"upstream",278,"Gm13986","Gm13986"
"6134","chr2",118111481,118111881,401,"*","chr2_118111481_118111881","X23298","ENSMUSG00000040152",118111876,118127133,15258,"+",0,"overlapStart",0,"Thbs1","Thbs1"
"6135","chr2",118388260,118388660,401,"*","chr2_118388260_118388660","X23308","ENSMUSG00000005102",118388618,118475234,86617,"+",0,"overlapStart",0,"Eif2ak4","Eif2ak4"
"6136","chr2",118479521,118479921,401,"*","chr2_118479521_118479921","X23309","ENSMUSG00000009549",118475850,118479711,3862,"-",0,"overlapStart",0,"Srp14","Srp14"
"6137","chr2",118549586,118549986,401,"*","chr2_118549586_118549986","X23319","ENSMUSG00000040093",118528757,118549687,20931,"-",0,"overlapStart",0,"Bmf","Bmf"
"6138","chr2",118597975,118598375,401,"*","chr2_118597975_118598375","X23323","ENSMUSG00000040084",118598211,118641591,43381,"+",0,"overlapStart",0,"Bub1b","Bub1b"
"6139","chr2",118728182,118728582,401,"*","chr2_118728182_118728582","X23328","ENSMUSG00000040061",118707517,118728438,20922,"-",0,"overlapStart",0,"Plcb2","Plcb2"
"6140","chr2",118745443,118745843,401,"*","chr2_118745443_118745843","X23329","ENSMUSG00000074918",118745758,118748810,3053,"+",0,"overlapStart",0,"Inafm2","Inafm2"
"6141","chr2",118762441,118762841,401,"*","chr2_118762441_118762841","X23331","ENSMUSG00000045838",118754158,118762661,8504,"-",0,"overlapStart",0,"A430105I19Rik","Ccdc9b"
"6142","chr2",118813948,118814348,401,"*","chr2_118813948_118814348","X23333","ENSMUSG00000027331",118814003,118853957,39955,"+",0,"overlapStart",0,"Knstrn","Knstrn"
"6143","chr2",118861729,118862129,401,"*","chr2_118861729_118862129","X23335","ENSMUSG00000027332",118861954,118882909,20956,"+",0,"overlapStart",0,"Ivd","Ivd"
"6144","chr2",118926338,118926738,401,"*","chr2_118926338_118926738","X23340","ENSMUSG00000074916",118926496,118928585,2090,"+",0,"overlapStart",0,"Chst14","Chst14"
"6145","chr2",119029249,119029649,401,"*","chr2_119029249_119029649","X23345","ENSMUSG00000039983",119017779,119029393,11615,"-",0,"overlapStart",0,"Ccdc32","Ccdc32"
"6146","chr2",119034625,119035025,401,"*","chr2_119034625_119035025","X23346","ENSMUSG00000027324",119034790,119039769,4980,"+",0,"overlapStart",0,"Rpusd2","Rpusd2"
"6147","chr2",119046666,119047066,401,"*","chr2_119046666_119047066","X23347","ENSMUSG00000027326",119047119,119105501,58383,"+",52,"upstream",52,"Casc5","Knl1"
"6148","chr2",119112414,119112814,401,"*","chr2_119112414_119112814","X23348","ENSMUSG00000027323",119112793,119147445,34653,"+",0,"overlapStart",0,"Rad51","Rad51"
"6149","chr2",119156816,119157216,401,"*","chr2_119156816_119157216","X23349","ENSMUSG00000070730",119137001,119157034,20034,"-",0,"overlapStart",0,"Rmdn3","Rmdn3"
"6150","chr2",119167548,119167948,401,"*","chr2_119167548_119167948","X23350","ENSMUSG00000046814",119167773,119172390,4618,"+",0,"overlapStart",0,"Gchfr","Gchfr"
"6151","chr2",119208707,119209107,401,"*","chr2_119208707_119209107","X23352","ENSMUSG00000034278",119172500,119208795,36296,"-",0,"overlapStart",0,"Dnajc17","Dnajc17"
"6152","chr2",119288442,119288842,401,"*","chr2_119288442_119288842","X23358","ENSMUSG00000034216",119288740,119298453,9714,"+",0,"overlapStart",0,"Vps18","Vps18"
"6153","chr2",119350909,119351309,401,"*","chr2_119350909_119351309","X23361","ENSMUSG00000027313",119351229,119354381,3153,"+",0,"overlapStart",0,"Chac1","Chac1"
"6154","chr2",119477854,119478254,401,"*","chr2_119477854_119478254","X23363","ENSMUSG00000034154",119373042,119477687,104646,"-",166,"upstream",166,"Ino80","Ino80"
"6155","chr2",119547426,119547826,401,"*","chr2_119547426_119547826","X23365","ENSMUSG00000048647",119516505,119547627,31123,"-",0,"overlapStart",0,"Exd1","Exd1"
"6156","chr2",119547426,119547826,401,"*","chr2_119547426_119547826","X23365","ENSMUSG00000014077",119547697,119587027,39331,"+",0,"overlapStart",0,"Chp1","Chp1"
"6157","chr2",119594041,119594441,401,"*","chr2_119594041_119594441","X23366","ENSMUSG00000085438",119594297,119607502,13206,"+",0,"overlapStart",0,"1700020I14Rik","Oip5os1"
"6158","chr2",119618421,119618821,401,"*","chr2_119618421_119618821","X23369","ENSMUSG00000072980",119609512,119618469,8958,"-",0,"overlapStart",0,"Oip5","Oip5"
"6159","chr2",119674703,119675103,401,"*","chr2_119674703_119675103","X23370","ENSMUSG00000027304",119675068,119735407,60340,"+",0,"overlapStart",0,"Rtf1","Rtf1"
"6160","chr2",119741908,119742308,401,"*","chr2_119741908_119742308","X23371","ENSMUSG00000064722",119740828,119740956,129,"-",951,"upstream",951,"Gm25857","Gm25857"
"6161","chr2",119741908,119742308,401,"*","chr2_119741908_119742308","X23371","ENSMUSG00000027296",119742337,119751263,8927,"+",28,"upstream",28,"Itpka","Itpka"
"6162","chr2",119787349,119787749,401,"*","chr2_119787349_119787749","X23372","ENSMUSG00000034032",119763304,119787537,24234,"-",0,"overlapStart",0,"Rpap1","Rpap1"
"6163","chr2",119897075,119897475,401,"*","chr2_119897075_119897475","X23375","ENSMUSG00000033943",119897228,119969581,72354,"+",0,"overlapStart",0,"Mga","Mga"
"6164","chr2",119972151,119972551,401,"*","chr2_119972151_119972551","X23377","ENSMUSG00000033902",119972699,120027408,54710,"+",147,"upstream",147,"Mapkbp1","Mapkbp1"
"6165","chr2",120027321,120027721,401,"*","chr2_120027321_120027721","X23381","ENSMUSG00000087458",120024807,120027453,2647,"-",0,"overlapStart",0,"Gm13999",NA
"6166","chr2",120027321,120027721,401,"*","chr2_120027321_120027721","X23381","ENSMUSG00000098789",120027483,120032594,5112,"+",0,"overlapStart",0,"Jmjd7","Jmjd7"
"6167","chr2",120027321,120027721,401,"*","chr2_120027321_120027721","X23381","ENSMUSG00000033852",120027493,120043033,15541,"+",0,"overlapStart",0,"Gm28042","Gm28042"
"6168","chr2",120154480,120154880,401,"*","chr2_120154480_120154880","X23388","ENSMUSG00000027293",120089175,120154606,65432,"-",0,"overlapStart",0,"Ehd4","Ehd4"
"6169","chr2",120352916,120353316,401,"*","chr2_120352916_120353316","X23392","ENSMUSG00000027291",120316461,120353137,36677,"-",0,"overlapStart",0,"Vps39","Vps39"
"6170","chr2",120404174,120404574,401,"*","chr2_120404174_120404574","X23394","ENSMUSG00000033808",120355312,120404113,48802,"-",60,"upstream",60,"Tmem87a","Tmem87a"
"6171","chr2",120567419,120567819,401,"*","chr2_120567419_120567819","X23397","ENSMUSG00000027287",120567671,120601255,33585,"+",0,"overlapStart",0,"Snap23","Snap23"
"6172","chr2",120850381,120850781,401,"*","chr2_120850381_120850781","X23400","ENSMUSG00000027284",120716154,120850128,133975,"-",252,"upstream",252,"Cdan1","Cdan1"
"6173","chr2",120850381,120850781,401,"*","chr2_120850381_120850781","X23400","ENSMUSG00000090100",120732816,120850604,117789,"-",0,"overlapStart",0,"Ttbk2","Ttbk2"
"6174","chr2",120850381,120850781,401,"*","chr2_120850381_120850781","X23400","ENSMUSG00000087519",120850705,120866689,15985,"+",0,"overlapStart",0,"AV039307","AV039307"
"6175","chr2",120970512,120970912,401,"*","chr2_120970512_120970912","X23402","ENSMUSG00000027272",120860269,120970715,110447,"-",0,"overlapStart",0,"Ubr1","Ubr1"
"6176","chr2",121008192,121008592,401,"*","chr2_121008192_121008592","X23404","ENSMUSG00000023572",121008403,121016904,8502,"+",0,"overlapStart",0,"Ccndbp1","Ccndbp1"
"6177","chr2",121140310,121140710,401,"*","chr2_121140310_121140710","X23405","ENSMUSG00000074890",121128307,121140653,12347,"-",0,"overlapStart",0,"Lcmt2","Lcmt2"
"6178","chr2",121140310,121140710,401,"*","chr2_121140310_121140710","X23405","ENSMUSG00000027259",121140428,121156680,16253,"+",0,"overlapStart",0,"Adal","Adal"
"6179","chr2",121170907,121171307,401,"*","chr2_121170907_121171307","X23406","ENSMUSG00000050619",121158273,121171125,12853,"-",0,"overlapStart",0,"Zscan29","Zscan29"
"6180","chr2",121271276,121271676,401,"*","chr2_121271276_121271676","X23409","ENSMUSG00000043909",121193281,121271407,78127,"-",0,"overlapStart",0,"Trp53bp1","Trp53bp1"
"6181","chr2",121289385,121289785,401,"*","chr2_121289385_121289785","X23410","ENSMUSG00000027254",121289600,121310832,21233,"+",0,"overlapStart",0,"Map1a","Map1a"
"6182","chr2",121355226,121355626,401,"*","chr2_121355226_121355626","X23411","ENSMUSG00000033526",121310561,121355396,44836,"-",0,"overlapStart",0,"Ppip5k1","Ppip5k1"
"6183","chr2",121413506,121413906,401,"*","chr2_121413506_121413906","X23412","ENSMUSG00000033486",121392631,121413792,21162,"-",0,"overlapStart",0,"Catsper2","Catsper2"
"6184","chr2",121413506,121413906,401,"*","chr2_121413506_121413906","X23412","ENSMUSG00000027248",121413775,121438687,24913,"+",0,"overlapStart",0,"Pdia3","Pdia3"
"6185","chr2",121806952,121807352,401,"*","chr2_121806952_121807352","X23414","ENSMUSG00000027238",121545529,121807087,261559,"-",0,"overlapStart",0,"Frmd5","Frmd5"
"6186","chr2",122028153,122028553,401,"*","chr2_122028153_122028553","X23415","ENSMUSG00000027236",122028546,122056598,28053,"+",0,"overlapStart",0,"Eif3j1","Eif3j1"
"6187","chr2",122118231,122118631,401,"*","chr2_122118231_122118631","X23416","ENSMUSG00000033396",122053520,122118386,64867,"-",0,"overlapStart",0,"Spg11","Spg11"
"6188","chr2",122147387,122147787,401,"*","chr2_122147387_122147787","X23418","ENSMUSG00000060802",122147686,122153083,5398,"+",0,"overlapStart",0,"B2m","B2m"
"6189","chr2",122234554,122234954,401,"*","chr2_122234554_122234954","X23423","ENSMUSG00000027227",122234749,122265340,30592,"+",0,"overlapStart",0,"Sord","Sord"
"6190","chr2",122369009,122369409,401,"*","chr2_122369009_122369409","X23426","ENSMUSG00000033256",122348892,122369162,20271,"-",0,"overlapStart",0,"Shf","Shf"
"6191","chr2",122467653,122468053,401,"*","chr2_122467653_122468053","X23436","ENSMUSG00000081219",122466935,122467526,592,"-",126,"upstream",126,"Bambi-ps1",NA
"6192","chr2",122611144,122611544,401,"*","chr2_122611144_122611544","X23439","ENSMUSG00000027199",122594467,122611303,16837,"-",0,"overlapStart",0,"Gatm","Gatm"
"6193","chr2",122630398,122630798,401,"*","chr2_122630398_122630798","X23440","ENSMUSG00000074876",122630625,122632930,2306,"+",0,"overlapStart",0,"Spata5l1",NA
"6194","chr2",122702315,122702715,401,"*","chr2_122702315_122702715","X23444","ENSMUSG00000005802",122681233,122702663,21431,"-",0,"overlapStart",0,"Slc30a4","Slc30a4"
"6195","chr2",122738288,122738688,401,"*","chr2_122738288_122738688","X23447","ENSMUSG00000085633",122733290,122738362,5073,"-",0,"overlapStart",0,"Bloc1s6os",NA
"6196","chr2",122738288,122738688,401,"*","chr2_122738288_122738688","X23447","ENSMUSG00000005804",122738503,122749475,10973,"+",0,"overlapStart",0,"Bloc1s6","Bloc1s6"
"6197","chr2",122765205,122765605,401,"*","chr2_122765205_122765605","X23448","ENSMUSG00000005803",122765237,122809569,44333,"+",0,"overlapStart",0,"Sqrdl","Sqor"
"6198","chr2",125671228,125671628,401,"*","chr2_125671228_125671628","X23473","ENSMUSG00000091337",125673095,125674785,1691,"+",1466,"upstream",1466,"Eid1","Eid1"
"6199","chr2",125673041,125673441,401,"*","chr2_125673041_125673441","X23474","ENSMUSG00000091337",125673095,125674785,1691,"+",0,"overlapStart",0,"Eid1","Eid1"
"6200","chr2",125723840,125724240,401,"*","chr2_125723840_125724240","X23476","ENSMUSG00000035109",125627447,125724148,96702,"-",0,"overlapStart",0,"Shc4","Shc4"
"6201","chr2",125858893,125859293,401,"*","chr2_125858893_125859293","X23484","ENSMUSG00000027206",125830304,125859139,28836,"-",0,"overlapStart",0,"Cops2","Cops2"
"6202","chr2",125858893,125859293,401,"*","chr2_125858893_125859293","X23484","ENSMUSG00000027207",125859109,125984299,125191,"+",0,"overlapStart",0,"Galk2","Galk2"
"6203","chr2",126151852,126152252,401,"*","chr2_126151852_126152252","X23490","ENSMUSG00000027209",125983483,126152004,168522,"-",0,"overlapStart",0,"Fam227b","Fam227b"
"6204","chr2",126151852,126152252,401,"*","chr2_126151852_126152252","X23490","ENSMUSG00000023330",126152141,126165279,13139,"+",0,"overlapStart",0,"Dtwd1","Dtwd1"
"6205","chr2",126551434,126551834,401,"*","chr2_126551434_126551834","X23510","ENSMUSG00000027359",126552407,126588243,35837,"+",572,"upstream",572,"Slc27a2","Slc27a2"
"6206","chr2",126675184,126675584,401,"*","chr2_126675184_126675584","X23514","ENSMUSG00000098024",126675916,126683805,7890,"+",331,"upstream",331,"Gm27003",NA
"6207","chr2",126707088,126707488,401,"*","chr2_126707088_126707488","X23517","ENSMUSG00000027363",126707328,126759297,51970,"+",0,"overlapStart",0,"Usp8","Usp8"
"6208","chr2",126876105,126876505,401,"*","chr2_126876105_126876505","X23519","ENSMUSG00000027365",126791565,126876230,84666,"-",0,"overlapStart",0,"Trpm7","Trpm7"
"6209","chr2",126932964,126933364,401,"*","chr2_126932964_126933364","X23520","ENSMUSG00000027366",126890391,126933235,42845,"-",0,"overlapStart",0,"Sppl2a","Sppl2a"
"6210","chr2",126934030,126934430,401,"*","chr2_126934030_126934430","X23521","ENSMUSG00000027366",126890391,126933235,42845,"-",794,"upstream",794,"Sppl2a","Sppl2a"
"6211","chr2",127006655,127007055,401,"*","chr2_127006655_127007055","X23524","ENSMUSG00000001998",127008717,127067909,59193,"+",1661,"upstream",1661,"Ap4e1","Ap4e1"
"6212","chr2",127008583,127008983,401,"*","chr2_127008583_127008983","X23525","ENSMUSG00000001998",127008717,127067909,59193,"+",0,"overlapStart",0,"Ap4e1","Ap4e1"
"6213","chr2",127070440,127070840,401,"*","chr2_127070440_127070840","X23526","ENSMUSG00000001999",127070665,127097084,26420,"+",0,"overlapStart",0,"Blvra","Blvra"
"6214","chr2",127133754,127134154,401,"*","chr2_127133754_127134154","X23532","ENSMUSG00000034906",127103809,127133954,30146,"-",0,"overlapStart",0,"Ncaph","Ncaph"
"6215","chr2",127143265,127143665,401,"*","chr2_127143265_127143665","X23534","ENSMUSG00000074825",127138772,127143442,4671,"-",0,"overlapStart",0,"Itpripl1","Itpripl1"
"6216","chr2",127208091,127208491,401,"*","chr2_127208091_127208491","X23537","ENSMUSG00000044145",127186355,127208280,21926,"-",0,"overlapStart",0,"1810024B03Rik","1810024B03Rik"
"6217","chr2",127208091,127208491,401,"*","chr2_127208091_127208491","X23537","ENSMUSG00000003660",127208386,127240451,32066,"+",0,"overlapStart",0,"Snrnp200","Snrnp200"
"6218","chr2",127247598,127247998,401,"*","chr2_127247598_127247998","X23538","ENSMUSG00000003662",127240938,127247816,6879,"-",0,"overlapStart",0,"Ciao1","Ciao1"
"6219","chr2",127247598,127247998,401,"*","chr2_127247598_127247998","X23538","ENSMUSG00000034850",127247908,127261107,13200,"+",0,"overlapStart",0,"Tmem127","Tmem127"
"6220","chr2",127269973,127270373,401,"*","chr2_127269973_127270373","X23539","ENSMUSG00000103957",127269449,127270054,606,"-",0,"overlapStart",0,"RP23-206D14.7",NA
"6221","chr2",127269973,127270373,401,"*","chr2_127269973_127270373","X23539","ENSMUSG00000027367",127270218,127298932,28715,"+",0,"overlapStart",0,"Stard7","Stard7"
"6222","chr2",127335862,127336262,401,"*","chr2_127335862_127336262","X23543","ENSMUSG00000027368",127336159,127338376,2218,"+",0,"overlapStart",0,"Dusp2","Dusp2"
"6223","chr2",127362481,127362881,401,"*","chr2_127362481_127362881","X23544","ENSMUSG00000058620",127363208,127367221,4014,"+",326,"upstream",326,"Adra2b","Adra2b"
"6224","chr2",127444364,127444764,401,"*","chr2_127444364_127444764","X23547","ENSMUSG00000027371",127436215,127444565,8351,"-",0,"overlapStart",0,"Fahd2a","Fahd2a"
"6225","chr2",127587059,127587459,401,"*","chr2_127587059_127587459","X23550","ENSMUSG00000034800",127574662,127587094,12433,"-",0,"overlapStart",0,"Zfp661","Zfp661"
"6226","chr2",127587059,127587459,401,"*","chr2_127587059_127587459","X23550","ENSMUSG00000027374",127587222,127606829,19608,"+",0,"overlapStart",0,"Mrps5","Mrps5"
"6227","chr2",127788723,127789123,401,"*","chr2_127788723_127789123","X23551","ENSMUSG00000027378",127740732,127788897,48166,"-",0,"overlapStart",0,"Nphp1","Nphp1"
"6228","chr2",127792310,127792710,401,"*","chr2_127792310_127792710","X23552","ENSMUSG00000051319",127791388,127792488,1101,"-",0,"overlapStart",0,"1500011K16Rik","Mtln"
"6229","chr2",127831737,127832137,401,"*","chr2_127831737_127832137","X23553","ENSMUSG00000027379",127801122,127831865,30744,"-",0,"overlapStart",0,"Bub1","Bub1"
"6230","chr2",127890579,127890979,401,"*","chr2_127890579_127890979","X23554","ENSMUSG00000093203",127891988,127892113,126,"+",1008,"upstream",1008,"Gm22411",NA
"6231","chr2",128125741,128126141,401,"*","chr2_128125741_128126141","X23561","ENSMUSG00000027381",128126038,128162547,36510,"+",0,"overlapStart",0,"Bcl2l11","Bcl2l11"
"6232","chr2",128240657,128241057,401,"*","chr2_128240657_128241057","X23565","ENSMUSG00000086879",128237693,128239643,1951,"-",1013,"upstream",1013,"Gm14012",NA
"6233","chr2",128429143,128429543,401,"*","chr2_128429143_128429543","X23581","ENSMUSG00000074813",128195993,128429349,233357,"-",0,"overlapStart",0,"Gm14005","Morrbid"
"6234","chr2",128687220,128687620,401,"*","chr2_128687220_128687620","X23587","ENSMUSG00000014355",128610104,128687391,77288,"-",0,"overlapStart",0,"Anapc1","Anapc1"
"6235","chr2",128698094,128698494,401,"*","chr2_128698094_128698494","X23588","ENSMUSG00000014361",128698956,128802894,103939,"+",461,"upstream",461,"Mertk","Mertk"
"6236","chr2",128817707,128818107,401,"*","chr2_128817707_128818107","X23594","ENSMUSG00000014353",128818118,128854261,36144,"+",10,"upstream",10,"Tmem87b","Tmem87b"
"6237","chr2",128943699,128944099,401,"*","chr2_128943699_128944099","X23599","ENSMUSG00000027387",128926268,128944077,17810,"-",0,"overlapStart",0,"Zc3h8","Zc3h8"
"6238","chr2",128967034,128967434,401,"*","chr2_128967034_128967434","X23600","ENSMUSG00000042851",128967402,129018563,51162,"+",0,"overlapStart",0,"Zc3h6","Zc3h6"
"6239","chr2",129065828,129066228,401,"*","chr2_129065828_129066228","X23601","ENSMUSG00000087151",129060946,129065686,4741,"-",141,"upstream",141,"Gm14022",NA
"6240","chr2",129065828,129066228,401,"*","chr2_129065828_129066228","X23601","ENSMUSG00000027394",129065942,129096283,30342,"+",0,"overlapStart",0,"Ttl","Ttl"
"6241","chr2",129100771,129101171,401,"*","chr2_129100771_129101171","X23603","ENSMUSG00000027395",129100995,129126594,25600,"+",0,"overlapStart",0,"Polr1b","Polr1b"
"6242","chr2",129129492,129129892,401,"*","chr2_129129492_129129892","X23604","ENSMUSG00000037938",129129700,129134134,4435,"+",0,"overlapStart",0,"Chchd5","Chchd5"
"6243","chr2",129183866,129184266,401,"*","chr2_129183866_129184266","X23606","ENSMUSG00000086652",129182482,129183947,1466,"-",0,"overlapStart",0,"Gm14029",NA
"6244","chr2",129198464,129198864,401,"*","chr2_129198464_129198864","X23608","ENSMUSG00000103532",129196086,129197126,1041,"-",1337,"upstream",1337,"RP23-160G19.9",NA
"6245","chr2",129198464,129198864,401,"*","chr2_129198464_129198864","X23608","ENSMUSG00000027397",129198764,129211616,12853,"+",0,"overlapStart",0,"Slc20a1","Slc20a1"
"6246","chr2",129297092,129297492,401,"*","chr2_129297092_129297492","X23611","ENSMUSG00000048327",129268210,129297212,29003,"-",0,"overlapStart",0,"Ckap2l","Ckap2l"
"6247","chr2",129297092,129297492,401,"*","chr2_129297092_129297492","X23611","ENSMUSG00000085498",129297370,129307826,10457,"+",0,"overlapStart",0,"Gm14023","Gm14023"
"6248","chr2",129298458,129298858,401,"*","chr2_129298458_129298858","X23612","ENSMUSG00000048327",129268210,129297212,29003,"-",1245,"upstream",1245,"Ckap2l","Ckap2l"
"6249","chr2",129309805,129310205,401,"*","chr2_129309805_129310205","X23614","ENSMUSG00000027399",129299610,129309972,10363,"-",0,"overlapStart",0,"Il1a","Il1a"
"6250","chr2",129311654,129312054,401,"*","chr2_129311654_129312054","X23615","ENSMUSG00000027399",129299610,129309972,10363,"-",1681,"upstream",1681,"Il1a","Il1a"
