"","seqnames","start","end","width","strand","mcols.peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","entrez_id"
"1843","chr2",87517639,87518039,401,"*","chr2_87517639_87518039","X38843","ENSMUSG00000081762",87517032,87517500,469,"-",138,"upstream",138,"Gm13738",NA
"1844","chr2",87546854,87547254,401,"*","chr2_87546854_87547254","X38844","ENSMUSG00000075156",87544607,87545542,936,"-",1311,"upstream",1311,"Olfr1128","258346"
"1845","chr2",87546854,87547254,401,"*","chr2_87546854_87547254","X38844","ENSMUSG00000082417",87546893,87547202,310,"-",0,"includeFeature",0,"Gm13740",NA
"1846","chr2",87659511,87659911,401,"*","chr2_87659511_87659911","X38847","ENSMUSG00000090018",87655925,87658457,2533,"-",1053,"upstream",1053,"Gm13741",NA
"1847","chr2",88762299,88762699,401,"*","chr2_88762299_88762699","X38860","ENSMUSG00000075116",88756341,88760461,4121,"-",1837,"upstream",1837,"Gm13760",NA
"1848","chr2",89101321,89101721,401,"*","chr2_89101321_89101721","X38864","ENSMUSG00000080784",89100458,89100685,228,"-",635,"upstream",635,"Gm13765",NA
"1849","chr2",90283018,90283418,401,"*","chr2_90283018_90283418","X38884","ENSMUSG00000075061",90281647,90282573,927,"-",444,"upstream",444,"Olfr1272","258982"
"1850","chr2",90477600,90478000,401,"*","chr2_90477600_90478000","X38888","ENSMUSG00000085471",90479236,90488425,9190,"+",1235,"upstream",1235,"4933423P22Rik",NA
"1851","chr2",90804472,90804872,401,"*","chr2_90804472_90804872","X38898","ENSMUSG00000080977",90804260,90804576,317,"-",0,"overlapStart",0,"Gm13772",NA
"1852","chr2",90884624,90885024,401,"*","chr2_90884624_90885024","X38901","ENSMUSG00000040794",90885860,90890525,4666,"+",835,"upstream",835,"C1qtnf4","67445"
"1853","chr2",90905889,90906289,401,"*","chr2_90905889_90906289","X38903","ENSMUSG00000005510",90894634,90904827,10194,"-",1061,"upstream",1061,"Ndufs3","68349"
"1854","chr2",91184205,91184605,401,"*","chr2_91184205_91184605","X38913","ENSMUSG00000040687",91137360,91183837,46478,"-",367,"upstream",367,"Madd","228355"
"1855","chr2",91263095,91263495,401,"*","chr2_91263095_91263495","X38915","ENSMUSG00000027255",91264974,91276931,11958,"+",1478,"upstream",1478,"Arfgap2","77038"
"1856","chr2",92097835,92098235,401,"*","chr2_92097835_92098235","X38937","ENSMUSG00000087197",92043373,92096042,52670,"-",1792,"upstream",1792,"Gm13780",NA
"1857","chr2",92483909,92484309,401,"*","chr2_92483909_92484309","X38943","ENSMUSG00000085261",92483926,92529809,45884,"+",0,"overlapStart",0,"Gm13814",NA
"1858","chr2",92913384,92913784,401,"*","chr2_92913384_92913784","X38957","ENSMUSG00000027220",92915098,92956058,40961,"+",1313,"upstream",1313,"Syt13","80976"
"1859","chr2",92913384,92913784,401,"*","chr2_92913384_92913784","X38957","ENSMUSG00000086980",92856167,92913663,57497,"-",0,"overlapStart",0,"Gm13791",NA
"1860","chr2",93047675,93048075,401,"*","chr2_93047675_93048075","X38958","ENSMUSG00000075028",92965151,93046167,81017,"-",1507,"upstream",1507,"Prdm11","100042784"
"1861","chr2",93099531,93099931,401,"*","chr2_93099531_93099931","X38961","ENSMUSG00000087559",93085942,93098244,12303,"-",1286,"upstream",1286,"Gm13802",NA
"1862","chr2",93388805,93389205,401,"*","chr2_93388805_93389205","X38967","ENSMUSG00000089073",93386727,93386829,103,"-",1975,"upstream",1975,"Gm23380",NA
"1863","chr2",96070302,96070702,401,"*","chr2_96070302_96070702","X39026","ENSMUSG00000083797",96071529,96071694,166,"+",826,"upstream",826,"Gm13800",NA
"1864","chr2",98183578,98183978,401,"*","chr2_98183578_98183978","X39037","ENSMUSG00000081015",98182565,98182668,104,"-",909,"upstream",909,"Gm13805",NA
"1865","chr2",101570554,101570954,401,"*","chr2_101570554_101570954","X39068","ENSMUSG00000093614",101570624,101570834,211,"+",0,"includeFeature",0,"Gm20693",NA
"1866","chr2",103364871,103365271,401,"*","chr2_103364871_103365271","X39126","ENSMUSG00000102686",103361335,103364738,3404,"-",132,"upstream",132,"RP23-445A5.3",NA
"1867","chr2",103390009,103390409,401,"*","chr2_103390009_103390409","X39128","ENSMUSG00000070794",103377643,103389044,11402,"-",964,"upstream",964,"BC016548","211039"
"1868","chr2",103813616,103814016,401,"*","chr2_103813616_103814016","X39145","ENSMUSG00000081348",103810886,103811617,732,"-",1998,"upstream",1998,"Gm13878",NA
"1869","chr2",103837100,103837500,401,"*","chr2_103837100_103837500","X39146","ENSMUSG00000081275",103838954,103839235,282,"+",1453,"upstream",1453,"Gm13875","102638254"
"1870","chr2",103838916,103839316,401,"*","chr2_103838916_103839316","X39147","ENSMUSG00000081275",103838954,103839235,282,"+",0,"includeFeature",0,"Gm13875","102638254"
"1871","chr2",103838916,103839316,401,"*","chr2_103838916_103839316","X39147","ENSMUSG00000083495",103837101,103837517,417,"-",1398,"upstream",1398,"Gm13877",NA
"1872","chr2",103838916,103839316,401,"*","chr2_103838916_103839316","X39147","ENSMUSG00000076234",103839109,103839204,96,"+",0,"includeFeature",0,"Gm22757",NA
"1873","chr2",104288403,104288803,401,"*","chr2_104288403_104288803","X39164","ENSMUSG00000088700",104289860,104289972,113,"+",1056,"upstream",1056,"Gm25554",NA
"1874","chr2",104291323,104291723,401,"*","chr2_104291323_104291723","X39165","ENSMUSG00000081721",104291574,104292575,1002,"+",0,"overlapStart",0,"Gm13882","100043349"
"1875","chr2",104430629,104431029,401,"*","chr2_104430629_104431029","X39167","ENSMUSG00000084516",104428861,104428940,80,"-",1688,"upstream",1688,"Mir1902","100316678"
"1876","chr2",104556838,104557238,401,"*","chr2_104556838_104557238","X39169","ENSMUSG00000086454",104559163,104571429,12267,"+",1924,"upstream",1924,"4930500J02Rik","74959"
"1877","chr2",104874890,104875290,401,"*","chr2_104874890_104875290","X39175","ENSMUSG00000082934",104875202,104875545,344,"+",0,"overlapStart",0,"Gm13887",NA
"1878","chr2",105016899,105017299,401,"*","chr2_105016899_105017299","X39181","ENSMUSG00000027170",104999656,105017080,17425,"-",0,"overlapStart",0,"Eif3m","98221"
"1879","chr2",105401035,105401435,401,"*","chr2_105401035_105401435","X39212","ENSMUSG00000005973",105386291,105399319,13029,"-",1715,"upstream",1715,"Rcn1","19672"
"1880","chr2",105476219,105476619,401,"*","chr2_105476219_105476619","X39217","ENSMUSG00000086764",105476501,105477357,857,"+",0,"overlapStart",0,"4930527A07Rik",NA
"1881","chr2",105666965,105667365,401,"*","chr2_105666965_105667365","X39224","ENSMUSG00000027168",105668900,105697364,28465,"+",1534,"upstream",1534,"Pax6","18508"
"1882","chr2",106926980,106927380,401,"*","chr2_106926980_106927380","X39254","ENSMUSG00000084164",106926565,106927169,605,"-",0,"overlapStart",0,"Gm13902","677260"
"1883","chr2",107010761,107011161,401,"*","chr2_107010761_107011161","X39257","ENSMUSG00000082066",107010938,107011774,837,"+",0,"overlapStart",0,"Gm13904",NA
"1884","chr2",110314296,110314696,401,"*","chr2_110314296_110314696","X39311","ENSMUSG00000041660",110262697,110314560,51864,"-",0,"overlapStart",0,"Bbox1","170442"
"1885","chr2",111182055,111182455,401,"*","chr2_111182055_111182455","X39322","ENSMUSG00000084094",111182635,111187406,4772,"+",179,"upstream",179,"Gm13961","623301"
"1886","chr2",112265965,112266365,401,"*","chr2_112265965_112266365","X39349","ENSMUSG00000096764",112266314,112406319,140006,"+",0,"overlapStart",0,"Gm21985","107723"
"1887","chr2",112369791,112370191,401,"*","chr2_112369791_112370191","X39350","ENSMUSG00000027131",112363011,112368027,5017,"-",1763,"upstream",1763,"Emc4","68032"
"1888","chr2",113327354,113327754,401,"*","chr2_113327354_113327754","X39371","ENSMUSG00000044042",113327736,113716767,389032,"+",0,"overlapStart",0,"Fmn1","14260"
"1889","chr2",113441097,113441497,401,"*","chr2_113441097_113441497","X39373","ENSMUSG00000100934",113441289,113709460,268172,"+",0,"overlapStart",0,"FMN1",NA
"1890","chr2",113441097,113441497,401,"*","chr2_113441097_113441497","X39373","ENSMUSG00000085448",113387107,113441094,53988,"-",2,"upstream",2,"Gm13963",NA
"1891","chr2",114011487,114011887,401,"*","chr2_114011487_114011887","X39396","ENSMUSG00000092201",114013563,114068324,54762,"+",1675,"upstream",1675,"A530058N18Rik",NA
"1892","chr2",115342451,115342851,401,"*","chr2_115342451_115342851","X39415","ENSMUSG00000086197",115344385,115346968,2584,"+",1533,"upstream",1533,"Gm13976",NA
"1893","chr2",116877117,116877517,401,"*","chr2_116877117_116877517","X39442","ENSMUSG00000086462",116848099,116877168,29070,"-",0,"overlapStart",0,"Gm13990",NA
"1894","chr2",116877117,116877517,401,"*","chr2_116877117_116877517","X39442","ENSMUSG00000027355",116878691,116892494,13804,"+",1173,"upstream",1173,"Tmco5","67356"
"1895","chr2",116968839,116969239,401,"*","chr2_116968839_116969239","X39445","ENSMUSG00000065794",116968039,116968173,135,"-",665,"upstream",665,"Gm25514","115489630"
"1896","chr2",118039736,118040136,401,"*","chr2_118039736_118040136","X39468","ENSMUSG00000103266",118039843,118041480,1638,"+",0,"overlapStart",0,"RP23-75E19.3",NA
"1897","chr2",118277351,118277751,401,"*","chr2_118277351_118277751","X39481","ENSMUSG00000045339",118270233,118276169,5937,"-",1181,"upstream",1181,"A930104D05Rik",NA
"1898","chr2",118279599,118279999,401,"*","chr2_118279599_118279999","X39482","ENSMUSG00000100046",118253255,118279430,26176,"-",168,"upstream",168,"Gm29232",NA
"1899","chr2",118304292,118304692,401,"*","chr2_118304292_118304692","X39484","ENSMUSG00000085889",118304914,118308166,3253,"+",221,"upstream",221,"1700054M17Rik","73358"
"1900","chr2",118772592,118772992,401,"*","chr2_118772592_118772992","X39510","ENSMUSG00000046804",118772769,118778165,5397,"+",0,"overlapStart",0,"Phgr1","53906"
"1901","chr2",118996295,118996695,401,"*","chr2_118996295_118996695","X39520","ENSMUSG00000084802",118997068,119000684,3617,"+",372,"upstream",372,"Gm14089",NA
"1902","chr2",119005815,119006215,401,"*","chr2_119005815_119006215","X39521","ENSMUSG00000081413",119008209,119008477,269,"+",1993,"upstream",1993,"Gm14088",NA
"1903","chr2",119008038,119008438,401,"*","chr2_119008038_119008438","X39522","ENSMUSG00000081413",119008209,119008477,269,"+",0,"overlapStart",0,"Gm14088",NA
"1904","chr2",119618980,119619380,401,"*","chr2_119618980_119619380","X39544","ENSMUSG00000072980",119609512,119618469,8958,"-",510,"upstream",510,"Oip5","70645"
"1905","chr2",120549496,120549896,401,"*","chr2_120549496_120549896","X39563","ENSMUSG00000081105",120550619,120550758,140,"+",722,"upstream",722,"Gm14087",NA
"1906","chr2",121085691,121086091,401,"*","chr2_121085691_121086091","X39574","ENSMUSG00000053675",121046111,121085841,39731,"-",0,"overlapStart",0,"Tgm5","74176"
"1907","chr2",121139842,121140242,401,"*","chr2_121139842_121140242","X39581","ENSMUSG00000027259",121140428,121156680,16253,"+",185,"upstream",185,"Adal","75894"
"1908","chr2",122147674,122148074,401,"*","chr2_122147674_122148074","X39596","ENSMUSG00000060802",122147686,122153083,5398,"+",0,"overlapStart",0,"B2m","12010"
"1909","chr2",122186012,122186412,401,"*","chr2_122186012_122186412","X39598","ENSMUSG00000027229",122186272,122206397,20126,"+",0,"overlapStart",0,"4933406J08Rik","74401"
"1910","chr2",122186012,122186412,401,"*","chr2_122186012_122186412","X39598","ENSMUSG00000027233",122120108,122186189,66082,"-",0,"overlapStart",0,"Patl2","67578"
"1911","chr2",122219810,122220210,401,"*","chr2_122219810_122220210","X39601","ENSMUSG00000070692",122219993,122220391,399,"+",0,"overlapStart",0,"Rps12-ps10",NA
"1912","chr2",122467157,122467557,401,"*","chr2_122467157_122467557","X39612","ENSMUSG00000081219",122466935,122467526,592,"-",0,"overlapStart",0,"Bambi-ps1",NA
"1913","chr2",124089743,124090143,401,"*","chr2_124089743_124090143","X39642","ENSMUSG00000027200",124089969,124667770,577802,"+",0,"overlapStart",0,"Sema6d","214968"
"1914","chr2",126213371,126213771,401,"*","chr2_126213371_126213771","X39713","ENSMUSG00000090353",126215100,126216212,1113,"+",1328,"upstream",1328,"Gm17555",NA
"1915","chr2",126270182,126270582,401,"*","chr2_126270182_126270582","X39715","ENSMUSG00000089480",126269072,126269363,292,"-",818,"upstream",818,"Gm24739",NA
"1916","chr2",126634649,126635049,401,"*","chr2_126634649_126635049","X39738","ENSMUSG00000088200",126634539,126634687,149,"-",0,"overlapStart",0,"Gm23753",NA
"1917","chr2",127248222,127248622,401,"*","chr2_127248222_127248622","X39755","ENSMUSG00000003662",127240938,127247816,6879,"-",405,"upstream",405,"Ciao1","26371"
"1918","chr2",127425093,127425493,401,"*","chr2_127425093_127425493","X39761","ENSMUSG00000046338",127425199,127436092,10894,"+",0,"overlapStart",0,"Gpat2","215456"
"1919","chr2",127523867,127524267,401,"*","chr2_127523867_127524267","X39764","ENSMUSG00000079056",127456498,127522094,65597,"-",1772,"upstream",1772,"Kcnip3","56461"
"1920","chr2",127689789,127690189,401,"*","chr2_127689789_127690189","X39771","ENSMUSG00000087162",127691899,127700488,8590,"+",1709,"upstream",1709,"Gm14244","102641286"
"1921","chr2",127890656,127891056,401,"*","chr2_127890656_127891056","X39781","ENSMUSG00000093203",127891988,127892113,126,"+",931,"upstream",931,"Gm22411",NA
"1922","chr2",128188563,128188963,401,"*","chr2_128188563_128188963","X39803","ENSMUSG00000085750",128189987,128204634,14648,"+",1023,"upstream",1023,"Gm14009",NA
"1923","chr2",129185838,129186238,401,"*","chr2_129185838_129186238","X39851","ENSMUSG00000086652",129182482,129183947,1466,"-",1890,"upstream",1890,"Gm14029",NA
"1924","chr2",129217942,129218342,401,"*","chr2_129217942_129218342","X39852","ENSMUSG00000056738",129218969,129235604,16636,"+",626,"upstream",626,"A730036I17Rik","329513"
"1925","chr2",129296856,129297256,401,"*","chr2_129296856_129297256","X39855","ENSMUSG00000085498",129297370,129307826,10457,"+",113,"upstream",113,"Gm14023","100503468"
"1926","chr2",129296856,129297256,401,"*","chr2_129296856_129297256","X39855","ENSMUSG00000048327",129268210,129297212,29003,"-",0,"overlapStart",0,"Ckap2l","70466"
"1927","chr2",129567097,129567497,401,"*","chr2_129567097_129567497","X39864","ENSMUSG00000087015",129565047,129566068,1022,"-",1028,"upstream",1028,"Gm14041",NA
"1928","chr2",129947897,129948297,401,"*","chr2_129947897_129948297","X39875","ENSMUSG00000100255",129948568,129949207,640,"+",270,"upstream",270,"Gm28196",NA
"1929","chr2",130100010,130100410,401,"*","chr2_130100010_130100410","X39882","ENSMUSG00000074804",130100524,130101843,1320,"+",113,"upstream",113,"AU015228",NA
"1930","chr2",130194492,130194892,401,"*","chr2_130194492_130194892","X39889","ENSMUSG00000060332",130195194,130264445,69252,"+",301,"upstream",301,"Tmc2","192140"
"1931","chr2",130293452,130293852,401,"*","chr2_130293452_130293852","X39897","ENSMUSG00000053552",130295169,130370481,75313,"+",1316,"upstream",1316,"Ebf4","228598"
"1932","chr2",130385010,130385410,401,"*","chr2_130385010_130385410","X39903","ENSMUSG00000083483",130384883,130385329,447,"-",0,"overlapStart",0,"Gm14044","668899"
"1933","chr2",130904285,130904685,401,"*","chr2_130904285_130904685","X39914","ENSMUSG00000027312",130906495,131030333,123839,"+",1809,"upstream",1809,"Atrn","11990"
"1934","chr2",131126116,131126516,401,"*","chr2_131126116_131126516","X39917","ENSMUSG00000074793",131127280,131146321,19042,"+",763,"upstream",763,"Hspa12b","72630"
"1935","chr2",131260472,131260872,401,"*","chr2_131260472_131260872","X39926","ENSMUSG00000037514",131262495,131299188,36694,"+",1622,"upstream",1622,"Pank2","74450"
"1936","chr2",132247783,132248183,401,"*","chr2_132247783_132248183","X39950","ENSMUSG00000027341",132239492,132247807,8316,"-",0,"overlapStart",0,"Tmem230","70612"
"1937","chr2",132847914,132848314,401,"*","chr2_132847914_132848314","X39966","ENSMUSG00000086575",132845999,132847256,1258,"-",657,"upstream",657,"Gm14104",NA
"1938","chr2",132945513,132945913,401,"*","chr2_132945513_132945913","X39969","ENSMUSG00000027356",132904389,132945906,41518,"-",0,"overlapStart",0,"Fermt1","241639"
"1939","chr2",132982495,132982895,401,"*","chr2_132982495_132982895","X39972","ENSMUSG00000084393",132980169,132981168,1000,"-",1326,"upstream",1326,"Gm14101",NA
"1940","chr2",134730801,134731201,401,"*","chr2_134730801_134731201","X40005","ENSMUSG00000081243",134730795,134731107,313,"-",0,"overlapStart",0,"Gm14037",NA
"1941","chr2",136051345,136051745,401,"*","chr2_136051345_136051745","X40030","ENSMUSG00000027270",136052239,136069917,17679,"+",493,"upstream",493,"Lamp5","76161"
"1942","chr2",140226492,140226892,401,"*","chr2_140226492_140226892","X40081","ENSMUSG00000080867",140227931,140228376,446,"+",1038,"upstream",1038,"Gm14079",NA
"1943","chr2",144556228,144556628,401,"*","chr2_144556228_144556628","X40146","ENSMUSG00000027429",144556229,144590749,34521,"+",0,"overlapStart",0,"Sec23b","27054"
"1944","chr2",144823619,144824019,401,"*","chr2_144823619_144824019","X40164","ENSMUSG00000027431",144823656,144824415,760,"+",0,"overlapStart",0,"Scp2d1","66328"
"1945","chr2",145701529,145701929,401,"*","chr2_145701529_145701929","X40185","ENSMUSG00000081722",145701414,145701725,312,"-",0,"overlapStart",0,"Gm11763",NA
"1946","chr2",145783146,145783546,401,"*","chr2_145783146_145783546","X40190","ENSMUSG00000001768",145784734,145887616,102883,"+",1187,"upstream",1187,"Rin2","74030;408057"
"1947","chr2",145784556,145784956,401,"*","chr2_145784556_145784956","X40191","ENSMUSG00000001768",145784734,145887616,102883,"+",0,"overlapStart",0,"Rin2","74030;408057"
"1948","chr2",146305471,146305871,401,"*","chr2_146305471_146305871","X40221","ENSMUSG00000042938",146305547,146306389,843,"+",0,"overlapStart",0,"Gm14117","100418259"
"1949","chr2",147287380,147287780,401,"*","chr2_147287380_147287780","X40260","ENSMUSG00000084371",147289755,147290730,976,"+",1974,"upstream",1974,"Gm14113","668920"
"1950","chr2",147306951,147307351,401,"*","chr2_147306951_147307351","X40264","ENSMUSG00000098763",147307181,147307638,458,"+",0,"overlapStart",0,"Nkx2-2os",NA
"1951","chr2",147709346,147709746,401,"*","chr2_147709346_147709746","X40275","ENSMUSG00000051986",147710693,147717632,6940,"+",946,"upstream",946,"A530006G24Rik","381384"
"1952","chr2",147710628,147711028,401,"*","chr2_147710628_147711028","X40276","ENSMUSG00000051986",147710693,147717632,6940,"+",0,"overlapStart",0,"A530006G24Rik","381384"
"1953","chr2",147876031,147876431,401,"*","chr2_147876031_147876431","X40283","ENSMUSG00000065791",147874772,147874878,107,"-",1152,"upstream",1152,"Gm25516","115489658"
"1954","chr2",149831784,149832184,401,"*","chr2_149831784_149832184","X40328","ENSMUSG00000074737",149830524,149831213,690,"-",570,"upstream",570,"C530025M09Rik",NA
"1955","chr2",150399240,150399640,401,"*","chr2_150399240_150399640","X40338","ENSMUSG00000083964",150398256,150399399,1144,"-",0,"overlapStart",0,"Gm14122",NA
"1956","chr2",150469946,150470346,401,"*","chr2_150469946_150470346","X40341","ENSMUSG00000082740",150469411,150470165,755,"-",0,"overlapStart",0,"Gm14127",NA
"1957","chr2",150484772,150485172,401,"*","chr2_150484772_150485172","X40342","ENSMUSG00000074731",150470991,150485091,14101,"-",0,"overlapStart",0,"Zfp345","545471"
"1958","chr2",150500499,150500899,401,"*","chr2_150500499_150500899","X40343","ENSMUSG00000083325",150499466,150500845,1380,"-",0,"overlapStart",0,"Gm14121","545472"
"1959","chr2",150691340,150691740,401,"*","chr2_150691340_150691740","X40357","ENSMUSG00000033080",150680702,150689360,8659,"-",1979,"upstream",1979,"Vsx1","114889"
"1960","chr2",150751535,150751935,401,"*","chr2_150751535_150751935","X40360","ENSMUSG00000097818",150748281,150750762,2482,"-",772,"upstream",772,"Gm26681",NA
"1961","chr2",150933527,150933927,401,"*","chr2_150933527_150933927","X40364","ENSMUSG00000082341",150933533,150933889,357,"+",0,"includeFeature",0,"Gm14143",NA
"1962","chr2",150990818,150991218,401,"*","chr2_150990818_150991218","X40367","ENSMUSG00000082375",150992182,150992964,783,"+",963,"upstream",963,"Gm14141","668926"
"1963","chr2",151570644,151571044,401,"*","chr2_151570644_151571044","X40373","ENSMUSG00000027456",151572622,151590005,17384,"+",1577,"upstream",1577,"Sdcbp2","228765"
"1964","chr2",151669984,151670384,401,"*","chr2_151669984_151670384","X40377","ENSMUSG00000074704",151645404,151668533,23130,"-",1450,"upstream",1450,"Rad21l","668929"
"1965","chr2",151700258,151700658,401,"*","chr2_151700258_151700658","X40378","ENSMUSG00000081777",151699476,151699926,451,"-",331,"upstream",331,"Gm14159",NA
"1966","chr2",151700258,151700658,401,"*","chr2_151700258_151700658","X40378","ENSMUSG00000044364",151702008,151712157,10150,"+",1349,"upstream",1349,"Tmem74b","108832"
"1967","chr2",151750049,151750449,401,"*","chr2_151750049_151750449","X40381","ENSMUSG00000086800",151747578,151749978,2401,"-",70,"upstream",70,"4930556L07Rik",NA
"1968","chr2",151751381,151751781,401,"*","chr2_151751381_151751781","X40382","ENSMUSG00000086800",151747578,151749978,2401,"-",1402,"upstream",1402,"4930556L07Rik",NA
"1969","chr2",152077046,152077446,401,"*","chr2_152077046_152077446","X40400","ENSMUSG00000085946",152074855,152076808,1954,"-",237,"upstream",237,"AA387200",NA
"1970","chr2",152457518,152457918,401,"*","chr2_152457518_152457918","X40415","ENSMUSG00000083230",152457771,152458078,308,"+",0,"overlapStart",0,"Gm14158",NA
"1971","chr2",152539840,152540240,401,"*","chr2_152539840_152540240","X40423","ENSMUSG00000044249",152538714,152540098,1385,"-",0,"overlapStart",0,"Defb29","75400"
"1972","chr2",153239840,153240240,401,"*","chr2_153239840_153240240","X40446","ENSMUSG00000046020",153241533,153270247,28715,"+",1292,"upstream",1292,"Pofut1","140484"
"1973","chr2",153651395,153651795,401,"*","chr2_153651395_153651795","X40453","ENSMUSG00000079000",153648690,153650286,1597,"-",1108,"upstream",1108,"Dnmt3bos",NA
"1974","chr2",153973058,153973458,401,"*","chr2_153973058_153973458","X40472","ENSMUSG00000078998",153974945,154000495,25551,"+",1486,"upstream",1486,"Bpifa6","545477"
"1975","chr2",154130296,154130696,401,"*","chr2_154130296_154130696","X40480","ENSMUSG00000027482",154130336,154138356,8021,"+",0,"overlapStart",0,"Bpifa3","73388"
"1976","chr2",154190180,154190580,401,"*","chr2_154190180_154190580","X40487","ENSMUSG00000027485",154190818,154220369,29552,"+",237,"upstream",237,"Bpifb1","228801"
"1977","chr2",154739897,154740297,401,"*","chr2_154739897_154740297","X40504","ENSMUSG00000085691",154722352,154738451,16100,"-",1445,"upstream",1445,"Gm14216",NA
"1978","chr2",156144184,156144584,401,"*","chr2_156144184_156144584","X40557","ENSMUSG00000027618",156123639,156144186,20548,"-",0,"overlapStart",0,"Nfs1","18041"
"1979","chr2",156420485,156420885,401,"*","chr2_156420485_156420885","X40563","ENSMUSG00000027624",156420909,156543214,122306,"+",23,"upstream",23,"Epb4.1l1","13821"
"1980","chr2",157723844,157724244,401,"*","chr2_157723844_157724244","X40595","ENSMUSG00000084417",157726000,157726098,99,"+",1755,"upstream",1755,"Gm23463","115489575"
"1981","chr2",157724600,157725000,401,"*","chr2_157724600_157725000","X40596","ENSMUSG00000084417",157726000,157726098,99,"+",999,"upstream",999,"Gm23463","115489575"
"1982","chr2",158189728,158190128,401,"*","chr2_158189728_158190128","X40610","ENSMUSG00000078957",158192008,158195749,3742,"+",1879,"upstream",1879,"1700060C20Rik","73399"
"1983","chr2",159947198,159947598,401,"*","chr2_159947198_159947598","X40674","ENSMUSG00000085198",159947341,159981288,33948,"+",0,"overlapStart",0,"4933416E03Rik","71081"
"1984","chr2",159947198,159947598,401,"*","chr2_159947198_159947598","X40674","ENSMUSG00000086558",159911773,159947376,35604,"-",0,"overlapStart",0,"Gm14223",NA
"1985","chr2",160619716,160620116,401,"*","chr2_160619716_160620116","X40716","ENSMUSG00000078956",160568379,160619971,51593,"-",0,"overlapStart",0,"Gm14221",NA
"1986","chr2",162679119,162679519,401,"*","chr2_162679119_162679519","X40756","ENSMUSG00000087536",162679455,162680529,1075,"+",0,"overlapStart",0,"Gm14246",NA
"1987","chr2",162906444,162906844,401,"*","chr2_162906444_162906844","X40767","ENSMUSG00000082514",162907924,162908613,690,"+",1079,"upstream",1079,"Gm11452",NA
"1988","chr2",162907478,162907878,401,"*","chr2_162907478_162907878","X40768","ENSMUSG00000082514",162907924,162908613,690,"+",45,"upstream",45,"Gm11452",NA
"1989","chr2",162987259,162987659,401,"*","chr2_162987259_162987659","X40773","ENSMUSG00000017868",162987330,163014127,26798,"+",0,"overlapStart",0,"Sgk2","27219"
"1990","chr2",163397869,163398269,401,"*","chr2_163397869_163398269","X40788","ENSMUSG00000017817",163336242,163397993,61752,"-",0,"overlapStart",0,"Jph2","59091"
"1991","chr2",163851338,163851738,401,"*","chr2_163851338_163851738","X40803","ENSMUSG00000035238",163853651,163859746,6096,"+",1912,"upstream",1912,"Kcnk15","241769"
"1992","chr2",164025187,164025587,401,"*","chr2_164025187_164025587","X40809","ENSMUSG00000054582",164025450,164050538,25089,"+",0,"overlapStart",0,"Pabpc1l","381404"
"1993","chr2",164199741,164200141,401,"*","chr2_164199741_164200141","X40818","ENSMUSG00000051769",164198863,164200130,1268,"-",0,"overlapStart",0,"Wfdc15a","68221"
"1994","chr2",164354726,164355126,401,"*","chr2_164354726_164355126","X40825","ENSMUSG00000098489",164354313,164354383,71,"-",342,"upstream",342,"Mir7678","102465780"
"1995","chr2",164573099,164573499,401,"*","chr2_164573099_164573499","X40831","ENSMUSG00000074596",164569695,164573459,3765,"-",0,"overlapStart",0,"Spint3","629747"
"1996","chr2",164613482,164613882,401,"*","chr2_164613482_164613882","X40833","ENSMUSG00000070531",164613522,164618212,4691,"+",0,"overlapStart",0,"Wfdc6b","433502"
"1997","chr2",164613482,164613882,401,"*","chr2_164613482_164613882","X40833","ENSMUSG00000070533",164596458,164613626,17169,"-",0,"overlapStart",0,"Wfdc8","277343"
"1998","chr2",164779648,164780048,401,"*","chr2_164779648_164780048","X40841","ENSMUSG00000017300",164777161,164779967,2807,"-",0,"overlapStart",0,"Tnnc2","21925"
"1999","chr2",165990364,165990764,401,"*","chr2_165990364_165990764","X40863","ENSMUSG00000027678",165992636,166073242,80607,"+",1871,"upstream",1871,"Ncoa3","17979"
"2000","chr2",166445691,166446091,401,"*","chr2_166445691_166446091","X40873","ENSMUSG00000085129",166447451,166459232,11782,"+",1359,"upstream",1359,"5031425F14Rik",NA
"2001","chr2",167687650,167688050,401,"*","chr2_167687650_167688050","X40896","ENSMUSG00000056501",167688915,167690418,1504,"+",864,"upstream",864,"Cebpb","12608"
"2002","chr2",168977769,168978169,401,"*","chr2_168977769_168978169","X40921","ENSMUSG00000086348",168978268,168978906,639,"+",98,"upstream",98,"1700017J07Rik","75508"
"2003","chr2",169018367,169018767,401,"*","chr2_169018367_169018767","X40922","ENSMUSG00000052368",169020025,169021385,1361,"+",1257,"upstream",1257,"Gm9873",NA
"2004","chr2",169232713,169233113,401,"*","chr2_169232713_169233113","X40939","ENSMUSG00000085369",169234991,169237770,2780,"+",1877,"upstream",1877,"9430093N23Rik",NA
"2005","chr2",169406840,169407240,401,"*","chr2_169406840_169407240","X40948","ENSMUSG00000085350",169399145,169405450,6306,"-",1389,"upstream",1389,"4930529I22Rik",NA
"2006","chr2",170602871,170603271,401,"*","chr2_170602871_170603271","X40999","ENSMUSG00000043583",170579418,170602017,22600,"-",853,"upstream",853,"4930470P17Rik","67637"
